fresh_id,title,year,venue,doi,url,query,duplicate_existing_pool,target_families,l4_tilt_priority,cited_by_count,initial_screen_note,source,duplicate_prior_targeted_screen,title_target_families,title_l4_priority,lookup_openalex_id,abstract_status,abstract,abstract_disposition_status,abstract_disposition_tier,abstract_disposition_reason,abstract_next_action
FT-L4-135,Benchmarking LLMs' Swarm intelligence,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2505.04364,https://doi.org/10.48550/arxiv.2505.04364,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4416013219,abstract_available,"Large Language Models (LLMs) show potential for complex reasoning, yet their capacity for emergent coordination in Multi-Agent Systems (MAS) when operating under strict swarm-like constraints-limited local perception and communication-remains largely unexplored. Existing benchmarks often do not fully capture the unique challenges of decentralized coordination when agents operate with incomplete spatio-temporal information. To bridge this gap, we introduce SwarmBench, a novel benchmark designed to systematically evaluate the swarm intelligence capabilities of LLMs acting as decentralized agents. SwarmBench features five foundational MAS coordination tasks (Pursuit, Synchronization, Foraging, Flocking, Transport) within a configurable 2D grid environment, forcing agents to rely solely on local sensory input ($k\times k$ view) and local communication. We propose metrics for coordination effectiveness and analyze emergent group dynamics. Zero-shot evaluations of leading LLMs (e.g., deepseek-v3, o4-mini) reveal significant task-dependent performance variations. While some rudimentary coordination is observed, our results indicate that current LLMs significantly struggle with robust long-range planning and adaptive strategy formation under the uncertainty inherent in these decentralized scenarios. Assessing LLMs under such swarm-like constraints is crucial for understanding their utility in future decentralized intelligent systems. We release SwarmBench as an open, extensible toolkit-built on a customizable physical system-providing environments, prompts, evaluation scripts, and comprehensive datasets. This aims to foster reproducible research into LLM-based MAS coordination and the theoretical underpinnings of emergent collective behavior under severe informational decentralization. Our code repository is available at https://github.com/x66ccff/swarmbench.",abstract_keep_adjacent,adjacent_or_bridge_candidate,"Abstract suggests LLM-agent capability, debate, safety, planning, or cooperation evidence, but spatial/social-network Core fit is weak.",keep_as_adjacent_or_low_priority_recheck
FT-L4-136,Modeling realistic human behavior using generative agents in a multimodal transport system: Software architecture and Application to Toulouse,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2510.19497,https://doi.org/10.48550/arxiv.2510.19497,"""LLM agents"" ""urban mobility"" ""transport network""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_urban_mobility_crowd_built;title_llm_agent,medium,https://openalex.org/W4416016011,abstract_available,"Modeling realistic human behaviour to understand people's mode choices in order to propose personalised mobility solutions remains challenging. This paper presents an architecture for modeling realistic human mobility behavior in complex multimodal transport systems, demonstrated through a case study in Toulouse, France. We apply Large Language Models (LLMs) within an agent-based simulation to capture decision-making in a real urban setting. The framework integrates the GAMA simulation platform with an LLM-based generative agent, along with General Transit Feed Specification (GTFS) data for public transport, and OpenTripPlanner for multimodal routing. GAMA platform models the interactive transport environment, providing visualization and dynamic agent interactions while eliminating the need to construct the simulation environment from scratch. This design enables a stronger focus on developing generative agents and evaluating their performance in transport decision-making processes. Over a simulated month, results show that agents not only make context-aware transport decisions but also form habits over time. We conclude that combining LLMs with agent-based simulation offers a promising direction for advancing intelligent transportation systems and personalised multimodal mobility solutions. We also discuss some limitations of this approach and outline future work on scaling to larger regions, integrating real-time data, and refining memory models.",queued_for_recheck,bridge_core,In priority queue: P1-Bridge; Urban mobility/generative-agent transport case; useful if more rows needed after L4 review.,fulltext_or_abstract_recheck
FT-L4-137,Implicit Behavioral Alignment of Language Agents in High-Stakes Crowd Simulations,2025,,https://doi.org/10.18653/v1/2025.emnlp-main.1562,https://doi.org/10.18653/v1/2025.emnlp-main.1562,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_urban_mobility_crowd_built;title_llm_agent,medium,https://openalex.org/W4416035436,abstract_available,"Language-driven generative agents have enabled large-scale social simulations with transformative uses, from interpersonal training to aiding global policy-making.However, recent studies indicate that generative agent behaviors often deviate from expert expectations and real-world data-a phenomenon we term the Behavior-Realism Gap.To address this, we introduce a theoretical framework called Persona-Environment Behavioral Alignment (PEBA), formulated as a distribution matching problem grounded in Lewin's behavior equation stating that behavior is a function of the person and their environment.Leveraging PEBA, we propose PersonaEvolve (PEvo), an LLM-based optimization algorithm that iteratively refines agent personas, implicitly aligning their collective behaviors with realistic expert benchmarks within a specified environmental context.We validate PEvo in an active shooter incident simulation we developed, achieving an 84% average reduction in distributional divergence compared to no steering and a 34% improvement over explicit instruction baselines.Results also show PEvo-refined personas generalize to novel, related simulation scenarios.Our method greatly enhances behavioral realism and reliability in high-stakes social simulations.More broadly, the PEBA-PEvo framework provides a principled approach to developing trustworthy LLM-driven social simulations. 1",queued_for_recheck,bridge_core,In priority queue: P1-Bridge; Crowd simulation with language agents may strengthen urban/crowd bridge coverage.,fulltext_or_abstract_recheck
FT-L4-138,Empowering Economic Simulation for Massively Multiplayer Online Games through Generative Agent-Based Modeling,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2506.04699,https://doi.org/10.48550/arxiv.2506.04699,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied;title_llm_agent,medium,https://openalex.org/W4416076289,abstract_available,"Within the domain of Massively Multiplayer Online (MMO) economy research, Agent-Based Modeling (ABM) has emerged as a robust tool for analyzing game economics, evolving from rule-based agents to decision-making agents enhanced by reinforcement learning. Nevertheless, existing works encounter significant challenges when attempting to emulate human-like economic activities among agents, particularly regarding agent reliability, sociability, and interpretability. In this study, we take a preliminary step in introducing a novel approach using Large Language Models (LLMs) in MMO economy simulation. Leveraging LLMs' role-playing proficiency, generative capacity, and reasoning aptitude, we design LLM-driven agents with human-like decision-making and adaptability. These agents are equipped with the abilities of role-playing, perception, memory, and reasoning, addressing the aforementioned challenges effectively. Simulation experiments focusing on in-game economic activities demonstrate that LLM-empowered agents can promote emergent phenomena like role specialization and price fluctuations in line with market rules.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
FT-L4-139,Multi-agent embodied AI: advances and future directions,2026,Science China Information Sciences,https://doi.org/10.1007/s11432-025-4820-4,https://doi.org/10.1007/s11432-025-4820-4,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,2,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W4416098348,abstract_available,"Science China Information Sciences - Embodied artificial intelligence (embodied AI) plays a pivotal role in the application of advanced technologies in the intelligent era, where AI systems are...",abstract_missing_keep_metadata,adjacent_or_foundational,Abstract missing; retained from title/metadata disposition: Title matches network/spatial terms but LLM-agent social system is not clear.,metadata_recheck_if_needed
FT-L4-140,Simulating conversations on social media with generative agent-based models,2025,EPJ Data Science,https://doi.org/10.1140/epjds/s13688-025-00593-3,https://doi.org/10.1140/epjds/s13688-025-00593-3,"""LLM agents"" ""network formation"" ""topology""",False,l4_graph_topology;llm_agent,high,1,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4416110717,abstract_available,"Large Language Models (LLMs) can generate realistic text resembling human-produced content. However, the ability of these models to simulate conversations on social media is still less explored. To investigate the potential and limitations of simulated text in this domain, we introduce network-simulator, a system to simulate conversations on social media. First, we simulate the macro structure of a conversation using Agent-Based Modeling (ABM). The generated structure defines who interacts with whom, the type of interaction, and the agent’s stance on the topic of the conversation. Subsequently, using the simulated interaction structure, our system generates prompts conditioned on the simulation variables, producing texts that are conditioned on the parameters of the predefined structure, guiding a micro simulation process. We compare human conversations with those simulated by our system. Based on stylistic and model-based metrics, we found that our system can simulate conversations on social media in various dimensions. However, we detected differences in metrics related to the predictability of text production. Furthermore, we examine the effect of true and false framings within simulated conversations, revealing that simulated discussions surrounding false information exhibit a more negative collective sentiment bias than those based on true content.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
FT-L4-141,Homophily-induced emergence of biased structures in LLM-based multi-agent AI systems,2025,Social Network Analysis and Mining,https://doi.org/10.1007/s13278-025-01535-7,https://doi.org/10.1007/s13278-025-01535-7,"""LLM agents"" ""network formation"" ""topology""",False,l4_graph_topology;llm_agent,high,1,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4416131000,abstract_available,"Abstract This study examines how interactions among artificially intelligent (AI) agents, guided by large language models (LLMs), drive the evolution of collective network structures. We ask LLM-driven agents to grow a network by informing them about current link constellations. Our observations confirm that agents consistently apply a preferential attachment mechanism, favoring connections to nodes with higher degrees. We systematically solicited more than a million decisions from four different LLMs, including Gemini, ChatGPT, Llama, and Claude. When social attributes such as age, gender, religion, and political orientation are incorporated, the resulting networks exhibit heightened assortativity, leading to the formation of distinct homophilic communities. This significantly alters the network topology from what would be expected under a pure preferential attachment model alone. Political and religious attributes most significantly fragment the collective, fostering polarized subgroups, while age and gender yield more gradual structural shifts. Strikingly, LLMs also reveal asymmetric patterns in heterophilous ties, suggesting embedded directional biases reflective of societal norms. As autonomous AI agents increasingly shape the architecture of online systems, these findings contribute to how algorithmic choices of generative AI collectives not only reshape network topology, but offer critical insights into how AI-driven systems co-evolve and self-organize.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
FT-L4-142,Network-based Pedestrian Dynamics Model for Facility Layout Planning in Airport Check-in Systems,2025,,https://doi.org/10.36227/techrxiv.176072091.18664072/v2,https://doi.org/10.36227/techrxiv.176072091.18664072/v2,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology,medium,https://openalex.org/W4416235257,abstract_available,"Service facility layout planning (SFLP) in systems such as airports, supermarkets, and railway stations must account for pedestrian dynamics and behaviour. Conventional approaches rely on detailed microscopic simulations, which, while effective, are computationally intensive and limit their use in optimization-based layout design. In this work, we propose a network-based simulation–optimization framework for SFLP that integrates a mesoscopic pedestrian dynamics simulator with a modified genetic algorithm. The framework is designed to evaluate layouts using both operational and passenger experience metrics. A large language model (LLM)-based agentic system is incorporated as a post-processing tool. We validate the approach using two Indian international airport terminal check-in area layouts and further evaluate the optimized layouts using a social force model. Results demonstrate that the proposed framework improves layout performance for both passengers and operating authorities. Although demonstrated in airport terminals, the framework is adaptable to other service systems such as metro stations and retail environments.",abstract_background_or_adjacent,adjacent_or_foundational,"Abstract indicates background/review/foundational/adjacent relevance, not a primary Core system row.",keep_as_background_or_low_priority
FT-L4-143,Geographical network analysis of drug trafficking in China (2012–2024): A method based on large language models,2025,Journal of Safety Science and Resilience,https://doi.org/10.1016/j.jnlssr.2025.100273,https://doi.org/10.1016/j.jnlssr.2025.100273,"""large language model"" ""social network"" ""centrality""",False,l4_graph_topology;urban_mobility_crowd_built;llm_agent,high,1,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology;title_urban_mobility_crowd_built;title_llm_agent,high,https://openalex.org/W4416426353,abstract_available,"This article analyzes the geographical spatial model of drug trafficking crimes (domestic transportation in China and cross-border transportation involving China) from 2012 to 2024. Based on 8,357 cases of drug trafficking crimes, key information on drug transportation (transportation routes, transportation methods, etc.) was extracted using large language models (LLMs). For the two main drugs, methamphetamine and heroin, transportation routes at three levels (national level, provincial level, and city level) were constructed. Through social network analysis, the patterns of drug trafficking crimes in China at different scales were revealed: (1) The macro-pattern of these two drugs mainly shows transportation from the two southern provinces of Guangdong and Yunnan to northern provinces. (2) the southwestern region of China, including Yunnan province, Sichuan province, and the major municipalities of Chongqing are high-frequency areas for drug trafficking crimes, and the route ”Myanmar-Yunnan-Chengdu/Chongqing-other provinces” is an important drug transportation path. (3) Drug trafficking crimes in China are concentrated in economically developed regional central cities. Based on these findings, targeted control suggestions for different types of drug trafficking crimes were proposed. The method of combining LLMs with social network analysis proposed in this paper can be applied to the analysis of other crimes such as smuggling.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-144,MADRA: Multi-Agent Debate for Risk-Aware Embodied Planning,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2511.21460,https://doi.org/10.48550/arxiv.2511.21460,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W4416790831,abstract_available,"Ensuring the safety of embodied AI agents during task planning is critical for real-world deployment, especially in household environments where dangerous instructions pose significant risks. Existing methods often suffer from either high computational costs due to preference alignment training or over-rejection when using single-agent safety prompts. To address these limitations, we propose MADRA, a training-free Multi-Agent Debate Risk Assessment framework that leverages collective reasoning to enhance safety awareness without sacrificing task performance. MADRA employs multiple LLM-based agents to debate the safety of a given instruction, guided by a critical evaluator that scores responses based on logical soundness, risk identification, evidence quality, and clarity. Through iterative deliberation and consensus voting, MADRA significantly reduces false rejections while maintaining high sensitivity to dangerous tasks. Additionally, we introduce a hierarchical cognitive collaborative planning framework that integrates safety, memory, planning, and self-evolution mechanisms to improve task success rates through continuous learning. We also contribute SafeAware-VH, a benchmark dataset for safety-aware task planning in VirtualHome, containing 800 annotated instructions. Extensive experiments on AI2-THOR and VirtualHome demonstrate that our approach achieves over 90% rejection of unsafe tasks while ensuring that safe-task rejection is low, outperforming existing methods in both safety and execution efficiency. Our work provides a scalable, model-agnostic solution for building trustworthy embodied agents.",abstract_keep_adjacent,adjacent_or_bridge_candidate,"Abstract suggests LLM-agent capability, debate, safety, planning, or cooperation evidence, but spatial/social-network Core fit is weak.",keep_as_adjacent_or_low_priority_recheck
FT-L4-145,A Systematic Survey on Generative Models for Graph Generation,2025,Preprints.org,https://doi.org/10.20944/preprints202512.0114.v1,https://doi.org/10.20944/preprints202512.0114.v1,"""LLM agents"" ""network formation"" ""topology""",False,l4_graph_topology;llm_agent,high,0,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology,medium,https://openalex.org/W4416971779,abstract_available,"Graph-structured data underpin a wide range of real-world systems, from molecular chemistry and biological interactions to social and information networks. Recent advancements in deep generative models, along with the emergence of large language models (LLMs), have spurred significant progress in graph generative models (GGMs), enabling the synthesis of complex and realistic graph structures. This article provides a comprehensive overview of the literature in this field. We begin by distinguishing between two primary categories of graph datasets based on their structural formation mechanisms: geometric and scale-free. Building on this foundation, we propose a unified taxonomy that systematically organizes this rapidly evolving landscape by jointly considering (i) the category of generated graphs, (ii) the graph attribute modality, and (iii) the underlying probabilistic modeling paradigm. We then analyze representative neural network architectures and modeling strategies, followed by an overview of evaluation metrics. Finally, we highlight key applications in molecular design, protein optimization, social network analysis, and recommendation systems and outline four promising directions for future research.",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-146,Integrating Emotion-Specific Factors into the Dynamics of Biosocial and Ecological Systems: Mathematical Modeling Approaches Accounting for Psychological Effects,2025,Mathematical and Computational Applications,https://doi.org/10.3390/mca30060136,https://doi.org/10.3390/mca30060136,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W7114892670,abstract_available,"Understanding how emotions and psychological states influence both individual and collective actions is critical for expressing the real complexity of biosocial and ecological systems. Recent breakthroughs in mathematical modeling have created new opportunities for systematically integrating these emotion-specific elements into dynamic frameworks ranging from human health to animal ecology and socio-technical systems. This review builds on mathematical modeling approaches by bringing together insights from neuroscience, psychology, epidemiology, ecology, and artificial intelligence to investigate how psychological effects such as fear, stress, and perception, as well as memory, motivation, and adaptation, can be integrated into modeling efforts. This article begins by examining the influence of psychological factors on brain networks, mental illness, and chronic physical diseases (CPDs), followed by a comparative discussion of model structures in human and animal psychology. It then turns to ecological systems, focusing on predator–prey interactions, and investigates how behavioral responses such as prey refuge, inducible defense, cooperative hunting, group behavior, etc., modulate population dynamics. Further sections investigate psychological impacts in epidemiological models, in which risk perception and fear-driven behavior greatly affect disease spread. This review article also covers newly developing uses in artificial intelligence, economics, and decision-making, where psychological realism improves model accuracy. Through combining these several strands, this paper argues for a more subtle, emotionally conscious way to replicate intricate adaptive systems. In fact, this study emphasizes the need to include emotion and cognition in quantitative models to improve their descriptive and predictive ability in many biosocial and environmental contexts.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-147,"Deep learning for sustainable development across climate, energy, agriculture and urban systems",2025,Discover Sustainability,https://doi.org/10.1007/s43621-025-02186-6,https://doi.org/10.1007/s43621-025-02186-6,"""LLM agents"" ""urban mobility"" ""transport network""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_urban_mobility_crowd_built,low,https://openalex.org/W7116750991,abstract_available,"Deep learning (DL) has emerged as a transformative paradigm for addressing the multidimensional and data-intensive challenges of sustainable development. The purpose of this review is to examine how DL contributes to four critical domains-climate action, sustainable energy, smart agriculture, and urban development-while identifying gaps that limit large-scale deployment. Methodologically, the study synthesizes peer-reviewed research published between 2000 and 2025, covering architectures such as convolutional neural networks, recurrent networks, transformers, graph neural networks, autoencoders, and multimodal frameworks. The findings reveal key trends including the rise of physics-informed models, the integration of deep reinforcement learning in energy and transport systems, and the increasing adoption of federated and edge AI for decentralized monitoring. At the same time, recurring challenges are identified: data scarcity, limited cross-regional generalizability, deficits in explainability, and ethical concerns surrounding fairness and accountability. The review concludes that addressing these issues requires hybrid physics–AI modeling, uncertainty-aware and participatory AI frameworks, and deployment-oriented research strategies. The key contributions and implications of this work are threefold: (i) the development of a cross-domain taxonomy mapping DL methods to sustainability tasks, (ii) benchmarking insights to guide model selection and evaluation, and (iii) a forward-looking research agenda to support researchers, practitioners, and policymakers. The originality of this review lies in its cross-sectoral synthesis, which extends beyond domain-specific surveys to highlight how DL can be responsibly scaled to advance the United Nations Sustainable Development Goals (SDGs).",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-148,An Overview of Spatiotemporal Network Forecasting: Current Research Status and Methodological Evolution,2025,Mathematics,https://doi.org/10.3390/math14010018,https://doi.org/10.3390/math14010018,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology,medium,https://openalex.org/W7116787352,abstract_available,"Time series and spatio-temporal forecasting are fundamental tasks for complex system modeling and intelligent decision-making, with broad applications in transportation, meteorology, finance, healthcare, and public safety. Compared with simple univariate time series, real-world spatio-temporal data exhibit rich temporal dynamics and intricate spatial interactions, leading to heterogeneity, non-stationarity, and evolving topologies. Addressing these challenges requires modeling frameworks that can simultaneously capture temporal evolution, spatial correlations, and cross-domain regularities. This survey provides a comprehensive synthesis of forecasting methods, spanning statistical algorithms, traditional machine learning approaches, neural architectures, and recent generative and causal paradigms. We review the methodological evolution from classical linear models to deep learning–based temporal modules and emphasize the role of attention-based Transformers as general-purpose sequence architectures. In parallel, we distinguish these architectural advances from pre-trained foundation models for time series and spatio-temporal data (e.g., large models trained across diverse domains), which leverage self-supervised objectives and exhibit strong zero-/few-shot transfer capabilities. We organize the review along both data-type and architectural dimensions—single long-term time series, Euclidean-structured spatio-temporal data, and graph-structured spatio-temporal data—while also examining advanced paradigms such as diffusion models, causal modeling, multimodal-driven frameworks, and pre-trained foundation models. Through this taxonomy, we highlight common strengths and limitations across approaches, including issues of scalability, robustness, real-time efficiency, and interpretability. Finally, we summarize open challenges and future directions, with a particular focus on the joint evolution of graph-based, causal, diffusion, and foundation-model paradigms for next-generation spatio-temporal forecasting.",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-149,TongSIM: A General Platform for Simulating Intelligent Machines,2025,ArXiv.org,,http://arxiv.org/abs/2512.20206,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W7117277095,abstract_available,"As artificial intelligence (AI) rapidly advances, especially in multimodal large language models (MLLMs), research focus is shifting from single-modality text processing to the more complex domains of multimodal and embodied AI. Embodied intelligence focuses on training agents within realistic simulated environments, leveraging physical interaction and action feedback rather than conventionally labeled datasets. Yet, most existing simulation platforms remain narrowly designed, each tailored to specific tasks. A versatile, general-purpose training environment that can support everything from low-level embodied navigation to high-level composite activities, such as multi-agent social simulation and human-AI collaboration, remains largely unavailable. To bridge this gap, we introduce TongSIM, a high-fidelity, general-purpose platform for training and evaluating embodied agents. TongSIM offers practical advantages by providing over 100 diverse, multi-room indoor scenarios as well as an open-ended, interaction-rich outdoor town simulation, ensuring broad applicability across research needs. Its comprehensive evaluation framework and benchmarks enable precise assessment of agent capabilities, such as perception, cognition, decision-making, human-robot cooperation, and spatial and social reasoning. With features like customized scenes, task-adaptive fidelity, diverse agent types, and dynamic environmental simulation, TongSIM delivers flexibility and scalability for researchers, serving as a unified platform that accelerates training, evaluation, and advancement toward general embodied intelligence.",duplicate_existing_pool,duplicate,Covered by existing BK06 TongSIM bridge-core row.,do_not_count_as_new_screen_record
FT-L4-150,Language Models Meet Urban Mobility: A Data-Centric Review,2025,,https://doi.org/10.36227/techrxiv.176703984.41856875/v1,https://doi.org/10.36227/techrxiv.176703984.41856875/v1,"""LLM agents"" ""urban mobility"" ""transport network""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_urban_mobility_crowd_built,low,https://openalex.org/W7117483845,abstract_available,"The increasing development of urban mobility data presents not only unprecedented opportunities for smart cities, but also significant challenges in the generalization and systematic modeling. Recent advances in language modeling, particularly large l",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-151,A Knowledge Graph-Guided and Multimodal Data Fusion-Driven Rapid Modeling Method for Digital Twin Scenes: A Case Study of Bridge Tower Construction,2026,ISPRS International Journal of Geo-Information,https://doi.org/10.3390/ijgi15010027,https://doi.org/10.3390/ijgi15010027,"""large language model"" ""crowd evacuation"" ""building""",False,l4_graph_topology;urban_mobility_crowd_built;llm_agent,high,0,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology,medium,https://openalex.org/W7119206616,abstract_available,"Establishing digital twin scenes facilitates the understanding of geospatial phenomena, representing a significant research focus for GIS scientists and engineers. However, current research on digital twin scenes modeling relies on manual intervention or the overlay of static models, resulting in low modeling efficiency and poor standardization. To address these challenges, this paper proposes a knowledge graph-guided and multimodal data fusion-driven rapid modeling method for digital twin scenes, using bridge tower construction as an illustrative example. We first constructed a knowledge graph linking the three domains of “event-object-data” in bridge tower construction. Guided by this graph, we designed a knowledge graph-guided multimodal data association and fusion algorithm. Then a rapid modeling method for bridge tower construction scenes based on dynamic data was established. Finally, a prototype system was developed, and a case study area was selected for analysis. Experimental results show that the knowledge graph we built clearly captures all elements and their relationships in bridge tower construction scenes. Our method enables precise fusion of 5 types of multimodal data: BIM, DEM, images, videos, and point clouds. It improves spatial registration accuracy by 21.83%, increases temporal fusion efficiency by 65.6%, and reduces feature fusion error rates by 70.9%. Local updates of the 3D geographic scene take less than 30 ms, supporting millisecond-level digital twin modeling. This provides a practical reference for building geographic digital twin scenes.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-152,Parameter-Efficient Domain Adaption for CSI Crowd-Counting via Self-Supervised Learning with Adapter Modules,2026,ArXiv.org,,http://arxiv.org/abs/2601.02203,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_urban_mobility_crowd_built,low,https://openalex.org/W7119233254,abstract_available,"Device-free crowd-counting using WiFi Channel State Information (CSI) is a key enabling technology for a new generation of privacy-preserving Internet of Things (IoT) applications. However, practical deployment is severely hampered by the domain shift problem, where models trained in one environment fail to generalise to another. To overcome this, we propose a novel two-stage framework centred on a CSI-ResNet-A architecture. This model is pre-trained via self-supervised contrastive learning to learn domain-invariant representations and leverages lightweight Adapter modules for highly efficient fine-tuning. The resulting event sequence is then processed by a stateful counting machine to produce a final, stable occupancy estimate. We validate our framework extensively. On our WiFlow dataset, our unsupervised approach excels in a 10-shot learning scenario, achieving a final Mean Absolute Error (MAE) of just 0.44--a task where supervised baselines fail. To formally quantify robustness, we introduce the Generalisation Index (GI), on which our model scores near-perfectly, confirming its ability to generalise. Furthermore, our framework sets a new state-of-the-art public WiAR benchmark with 98.8\% accuracy. Our ablation studies reveal the core strength of our design: adapter-based fine-tuning achieves performance within 1\% of a full fine-tune (98.84\% vs. 99.67\%) while training 97.2\% fewer parameters. Our work provides a practical and scalable solution for developing robust sensing systems ready for real-world IoT deployments.",abstract_exclude,excluded,Abstract/title indicates unrelated domain or lacks target LLM-agent spatial/social system.,exclude
FT-L4-153,MineNPC-Task: Task Suite for Memory-Aware Minecraft Agents,2026,ArXiv.org,,http://arxiv.org/abs/2601.05215,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W7120272443,abstract_available,"We present MineNPC-Task, a user-authored benchmark and evaluation harness for testing memory-aware, mixed-initiative LLM agents in open-world Minecraft. Rather than relying on synthetic prompts, tasks are elicited through formative and summative co-play with expert players, then normalized into parametric templates with explicit preconditions and dependency structure. These tasks are paired with machine-checkable validators under a bounded-knowledge policy that forbids out-of-world shortcuts. The harness captures plan, action, and memory events, including plan previews, targeted clarifications, memory reads and writes, precondition checks, and repair attempts, and reports outcomes relative to the total number of attempted subtasks using only in-world evidence. As an initial snapshot, we instantiate the framework with GPT-4o and evaluate 216 subtasks across 8 experienced players. We observe recurring breakdown patterns in code execution, inventory and tool handling, referencing, and navigation, alongside successful recoveries supported by mixed-initiative clarifications and lightweight memory use. Participants rated interaction quality and interface usability positively, while noting the need for stronger memory persistence across tasks. We release the complete task suite, validators, logs, and evaluation harness to support transparent and reproducible evaluation of future memory-aware embodied agents.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
