"fresh_id","title","year","venue","doi","url","query","duplicate_existing_pool","duplicate_prior_targeted_screen","title_l4_priority","title_target_families","disposition_status","disposition_tier","disposition_reason","next_action","cited_by_count"
"FT-L4-145","A Systematic Survey on Generative Models for Graph Generation","2025","Preprints.org","https://doi.org/10.20944/preprints202512.0114.v1","https://doi.org/10.20944/preprints202512.0114.v1","""LLM agents"" ""network formation"" ""topology""","False","False","medium","title_l4_graph_topology","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-146","Integrating Emotion-Specific Factors into the Dynamics of Biosocial and Ecological Systems: Mathematical Modeling Approaches Accounting for Psychological Effects","2025","Mathematical and Computational Applications","https://doi.org/10.3390/mca30060136","https://doi.org/10.3390/mca30060136","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-147","Deep learning for sustainable development across climate, energy, agriculture and urban systems","2025","Discover Sustainability","https://doi.org/10.1007/s43621-025-02186-6","https://doi.org/10.1007/s43621-025-02186-6","""LLM agents"" ""urban mobility"" ""transport network""","False","False","low","title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-148","An Overview of Spatiotemporal Network Forecasting: Current Research Status and Methodological Evolution","2025","Mathematics","https://doi.org/10.3390/math14010018","https://doi.org/10.3390/math14010018","""large language model"" ""crowd evacuation"" ""building""","False","False","medium","title_l4_graph_topology","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-149","TongSIM: A General Platform for Simulating Intelligent Machines","2025","ArXiv.org","","http://arxiv.org/abs/2512.20206","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-150","Language Models Meet Urban Mobility: A Data-Centric Review","2025","","https://doi.org/10.36227/techrxiv.176703984.41856875/v1","https://doi.org/10.36227/techrxiv.176703984.41856875/v1","""LLM agents"" ""urban mobility"" ""transport network""","False","False","low","title_urban_mobility_crowd_built","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-151","A Knowledge Graph-Guided and Multimodal Data Fusion-Driven Rapid Modeling Method for Digital Twin Scenes: A Case Study of Bridge Tower Construction","2026","ISPRS International Journal of Geo-Information","https://doi.org/10.3390/ijgi15010027","https://doi.org/10.3390/ijgi15010027","""large language model"" ""crowd evacuation"" ""building""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-152","Parameter-Efficient Domain Adaption for CSI Crowd-Counting via Self-Supervised Learning with Adapter Modules","2026","ArXiv.org","","http://arxiv.org/abs/2601.02203","""large language model"" ""crowd evacuation"" ""building""","False","False","low","title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-153","MineNPC-Task: Task Suite for Memory-Aware Minecraft Agents","2026","ArXiv.org","","http://arxiv.org/abs/2601.05215","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-154","MetaProxy: Bridging Agents and Environments in Commercial Metaverse Platforms through Remote Intermediary Monitoring","2026","IEICE Transactions on Information and Systems","https://doi.org/10.1587/transinf.2025hcp0008","https://doi.org/10.1587/transinf.2025hcp0008","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-155","Detection of Blockchain Online Payment Fraud Via CNN-LSTM","2026","","https://doi.org/10.22541/au.176851576.63306241/v1","https://doi.org/10.22541/au.176851576.63306241/v1","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-156","A Survey on Evaluation of Embodied AI","2026","","https://doi.org/10.22541/au.176851544.45077723/v1","https://doi.org/10.22541/au.176851544.45077723/v1","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-157","Modelling opinion dynamics in complex social systems: from agent-based to AI-powered simulations","2026","IRIS Research product catalog (Sapienza University of Rome)","","https://hdl.handle.net/11573/1758918","""LLM"" ""opinion dynamics"" ""network structure""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-158","Beliefs in Motion: Simulating Opinion Dynamics via LLM-Powered Community Reactions","2026","Lecture notes in computer science","https://doi.org/10.1007/978-3-032-13513-1_25","https://doi.org/10.1007/978-3-032-13513-1_25","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-L4; Community reactions and opinion dynamics may contribute to online-community/network bridge evidence.","fulltext_or_abstract_recheck","0"
"FT-L4-159","Dynamic evolutionary pathway analysis of urban rail transit flood risks and intelligent decision support based on knowledge graphs","2026","Reliability Engineering & System Safety","https://doi.org/10.1016/j.ress.2026.112345","https://doi.org/10.1016/j.ress.2026.112345","""large language model"" ""crowd evacuation"" ""building""","False","False","medium","title_l4_graph_topology;title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-160","A Survey on Evaluation of Embodied AI","2026","","https://doi.org/10.22541/au.177023340.02874343/v1","https://doi.org/10.22541/au.177023340.02874343/v1","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","1"
"FT-L4-161","Artificial intelligence for intelligence analysis","2026","","https://doi.org/10.31235/osf.io/3ytzr_v1","https://doi.org/10.31235/osf.io/3ytzr_v1","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-162","From Assumptions to Actions: Turning LLM Reasoning into Uncertainty-Aware Planning for Embodied Agents","2026","ArXiv.org","","http://arxiv.org/abs/2602.04326","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_keep","bridge_core_candidate","Title suggests LLM/generative agents in spatial, VR, mobility, crowd, or embodied bridge setting.","abstract_or_fulltext_recheck_if_more_rows_needed","0"
"FT-L4-163","PRISM-XR: Empowering Privacy-Aware XR Collaboration with Multimodal Large Language Models","2026","ArXiv.org","","http://arxiv.org/abs/2602.10154","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","0"
"FT-L4-164","Polymer Brushes and Grafted Polymers: AI/ML-Driven Synthesis, Simulation, and Characterization towards autonomous SDL","2026","arXiv (Cornell University)","","http://arxiv.org/abs/2602.14362","""LLM agents"" ""network formation"" ""topology""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-165","Dialogs with GenAI NPCs: Exploring Player Interactions with Speech Agents in a VR Game","2026","Repository KITopen (Karlsruhe Institute of Technology)","https://doi.org/10.5445/ir/1000190720","https://doi.org/10.5445/ir/1000190720","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","True","low","title_vr_npc_embodied","duplicate_prior_targeted","duplicate","Duplicate of prior targeted widened-screen candidate.","do_not_count_as_new_screen_record","0"
"FT-L4-166","AGI-augmented Game Design: Exploring Human-Computer Interaction in Cyber-Physical-Social-Thinking space","2026","","https://doi.org/10.36227/techrxiv.177156334.44922086/v1","https://doi.org/10.36227/techrxiv.177156334.44922086/v1","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_vr_npc_embodied","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-167","AI for Dynamic Passenger Information in Public Transport","2025","Trepo - Institutional Repository of Tampere University","","https://trepo.tuni.fi/handle/10024/232099","""LLM agents"" ""urban mobility"" ""transport network""","False","False","low","title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-168","Jailbreaking Embodied LLMs via Action-level Manipulation","2026","ArXiv.org","","http://arxiv.org/abs/2603.01414","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_keep","bridge_core_candidate","Title suggests LLM/generative agents in spatial, VR, mobility, crowd, or embodied bridge setting.","abstract_or_fulltext_recheck_if_more_rows_needed","0"
"FT-L4-169","Next-Gen orientation: supporting international students with generative AI NPCs in VR","2026","Frontiers in Computer Science","https://doi.org/10.3389/fcomp.2026.1799323","https://doi.org/10.3389/fcomp.2026.1799323","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","True","low","title_vr_npc_embodied","duplicate_prior_targeted","duplicate","Duplicate of prior targeted widened-screen candidate.","do_not_count_as_new_screen_record","0"
"FT-L4-170","LLMs for Human Mobility: Opportunities, Challenges, and Future Directions","2026","ArXiv.org","","http://arxiv.org/abs/2603.12420","""LLM agents"" ""urban mobility"" ""transport network""","False","False","medium","title_urban_mobility_crowd_built;title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-171","GoAgent: Group-of-Agents Communication Topology Generation for LLM-based Multi-Agent Systems","2026","ArXiv.org","","http://arxiv.org/abs/2603.19677","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","high","title_l4_graph_topology;title_llm_agent","fulltext_checked_adjacent","adjacent","P0-L4 full-text adjudicated: adjacent_only; L4","use_adjacent_feasibility_only","0"
"FT-L4-172","PRISM-XR: Empowering Privacy-Aware XR Collaboration with Multimodal Large Language Models","2026","","https://doi.org/10.1109/vr67842.2026.00069","https://doi.org/10.1109/vr67842.2026.00069","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","0"
"FT-L4-173","How AI Aggregation Affects Knowledge","2026","arXiv (Cornell University)","","http://arxiv.org/abs/2604.04906","""LLM agents"" ""network formation"" ""topology""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-174","From Pre-trained Models to Large Language Models: A Comprehensive Survey of AI-Driven Psychological Computing","2026","arXiv (Cornell University)","","http://arxiv.org/abs/2604.03259","""LLM agents"" ""network formation"" ""topology""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-175","Crisis as catalyst: evaluating ethical consistency and cooperation in LLMs under high-stakes scenarios","2026","Humanities and Social Sciences Communications","https://doi.org/10.1057/s41599-026-07194-z","https://doi.org/10.1057/s41599-026-07194-z","""large language model"" ""crowd evacuation"" ""building""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-176","EmbodiedGovBench: A Benchmark for Governance, Recovery, and Upgrade Safety in Embodied Agent Systems","2026","arXiv (Cornell University)","","https://arxiv.org/abs/2604.11174","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-177","A Scoping Review of Large Language Model-Based Pedagogical Agents","2026","ArXiv.org","","https://arxiv.org/abs/2604.12253","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-178","Influence in Motion: Tracing Persuasive Dynamics via Multi‐Agent Networks","2026","Computational Communication Research","https://doi.org/10.5117/ccr2026.2.9.huan","https://doi.org/10.5117/ccr2026.2.9.huan","""LLM"" ""opinion dynamics"" ""network structure""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-179","SafetyALFRED: Evaluating Safety-Conscious Planning of Multimodal Large Language Models","2026","ArXiv.org","","https://arxiv.org/abs/2604.19638","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
