paper_id,title,year,venue,source_families,assistant_status,assistant_corpus_tier,assistant_exclusion_reason,assistant_confidence,assistant_priority,assistant_rule,assistant_rationale,final_status,corpus_tier,exclusion_reason,notes
doi-17fdce4812,Compositional and urban form effects on centres in Greater London,2012,Proceedings of the Institution of Civil Engineers - Urban Design and Planning,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-2602fb1564,Cross-cultural variation of speech-accompanying gesture: A review,2009,Language and Cognitive Processes,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-197ab05e88,Demonstratives in Spatial Language and Social Interaction: An Interdisciplinary Review,2020,Frontiers in Psychology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-f64c36758d,"Demonstratives, Frames of Reference, and Semantic Universals of Space",2014,Language and Linguistics Compass,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-40f0332bc8,Designing a Liveable Compact City: Physical Forms of City and Social Life in Urban Neighbourhoods,2010,Built Environment,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-03de73bb0c,Distributing Pedestrians in a Virtual Environment,2007,2007 International Conference on Cyberworlds (CW'07),phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-9f5e1c0657,Evacuation Behaviour Prediction Through Space Syntax-Based Agent Simulation at Sentra Tahu Cibuntu Bandung,2025,IOP Conference Series Earth and Environmental Science,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-38a2b0726e,Exploration as a mediator of the relation between the attainment of motor milestones and the development of spatial cognition and spatial language.,2015,Developmental Psychology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-0ac22141fa,Grammars of Space,2006,Cambridge University Press eBooks,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-b6212bfe5a,Handbook of spatial cognition.,2012,American Psychological Association eBooks,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-87ab3f09ab,In-between spaces and social interaction: a morphological analysis of Izmir using space syntax,2015,Journal of Housing and the Built Environment,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-ed8efead26,Integration of Space Syntax into Agent-Based Pedestrian Simulation in Urban Open Space,2017,Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-94dc0f344e,LANGUAGE AND SPACE,1996,Annual Review of Anthropology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
url-18fde204c7,"Language, cognition, and space:the state of the art and new directions",2010,,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-5d796c132d,Making Sense of Agent-based Simulation: Developing Design Strategy for Pedestrian-centric Urban Space,2016,Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-b8a9c81e59,Modeling of Shared Space with Multi-modal Traffic using a Multi-layer Social Force Approach,2015,Transportation research procedia,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-7c64792b15,Movement in workplace environments – configurational or programmed?,2007,http://eprints.ucl.ac.uk/3497/1/3497.pdf,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-d37b3d4261,Obstacles in pedestrian simulations,2003,Repository for Publications and Research Data (ETH Zurich),phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-7222ae4a9f,Precise Locations in Space: An Alternative Approach to Space Syntax Analysis using Intersection Points,2013,NOVA (University of Newcastle Australia),phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-412cdfe387,Residents’ Spatial-Usage Behavior and Interaction According to the Spatial Configuration of a Social Housing Complex: A Comparison between High-Rise Apartments and Perimeter Block Housing,2022,Sustainability,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-fa9db076c3,Simulation to forecast crime patterns: Comparing space syntax and agent-based models in exploring pedestrian movement and visibility,2025,Environment and Planning B Urban Analytics and City Science,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-65af7f5f90,Social networks and spatial configuration—How office layouts drive social interaction,2011,Social Networks,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-491d6acf92,Space in language and cognition explorations in cognitive diversity,2003,,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-d951e2ccf2,Space in Languages,2006,Typological studies in language,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-37450c2526,Space Syntax,2007,Blackwell Publishing Ltd eBooks,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-90e9e0fa40,Space syntax and spatial cognition: or why the axial line?,2001,UCL Discovery (University College London),phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-14f2ae9c81,"Space, behavior, and environmental perception in open-plan offices: A prospective study",2008,Environment and Planning B Planning and Design,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-cce20000ae,Spatial cognition : brain bases and development,1988,Medical Entomology and Zoology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-b538978b72,Spatial Cognition and Brain Organization: Clues from the Acquisition of a Language in Space,2022,Psychology Press eBooks,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-c0f98d688a,"Spatial Cognition, Modality and Language Emergence: Cognitive Representation of Space in Yucatec Maya Sign Language (Mexico)",2024,Languages,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-9a05147c15,The Application of Space Syntax to Enhance Sociability in Public Urban Spaces: A Systematic Review,2024,ISPRS International Journal of Geo-Information,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-34e23b2d76,The impact of crowds on visibility in emergency department: Integrating agent-based simulation and space syntax analysis,2025,Frontiers of Architectural Research,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-73cd1cd789,The Relationship between Spatial Configuration and Social Interaction in Tehran Residential Areas: Bridging the Space Syntax Theory and Behavior Settings Theory,2021,Iran University of Science & Technology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-3a29f8ca6b,The Space of Innovation: Interaction and Communication in the Work Environment,1999,Environment and Planning B Planning and Design,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-cb58105f57,Thought Without Language,1988,,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-9f7d88c984,Top-Down or Bottom-Up? Space Syntax vs. Agent-Based Modelling in Exploring Urban Complexity and Crime Dynamics,2025,Sustainability,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-81e9f1a295,"Tourist versus resident movement patterns in open scenic areas: Case study of Confucius Temple Scenic area, Nanjing, China",2021,International Journal of Tourism Research,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
url-5e5c350a2d,Trekking through space with Whorf: Language and spatial cognition,2002,Scholarly Commons (University of Pennsylvania),phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,spatial_cognition_anchor,Useful as foundational spatial cognition background rather than Core system evidence.,foundational,foundational,,[assistant_prescreen] Useful as foundational spatial cognition background rather than Core system evidence.
doi-d5f5577aed,Using space syntax and agent-based approaches for modeling pedestrian volume at the urban scale,2017,Computers Environment and Urban Systems,phase1_a_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-b30308d09e,Village Layout and Social Experience: A Comparative Study from the Northeast Woodlands,2014,Midcontinental Journal of Archaeology,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
doi-4906b4496b,"You have to drive: Impacts of planning policies on urban form and mobility behavior in Kuala Lumpur, Malaysia",2021,Journal of Urban Management,phase1_e_openalex_2026-04-13,foundational,foundational,,medium,medium,space_syntax_bridge,"Useful as foundational evidence on spatial configuration, movement, or social interaction.",foundational,foundational,,"[assistant_prescreen] Useful as foundational evidence on spatial configuration, movement, or social interaction."
