paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
out-of-one-many-using-language-models-to-simulate-human-samples-2023,"Out of one, many: Using language models to simulate human samples",,2023,多智能体社会模拟,,,Argyle; L. P.; Busby; E. C.; Fulda; N.; et al.,background_refs_,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Population sampling study without a spatial environment.
playing-repeated-games-with-large-language-models-2023,Playing repeated games with large language models,,2023,多智能体社会模拟,,,Akata; E.; Schulz; L.; Coda-Forno; J.; et al.,background_refs_,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Repeated-game study without a spatial environment.
cognitive-maps-in-rats-and-men-1948,Cognitive maps in rats and men,,1948,空间认知,,,Tolman; E. C.,background_refs_,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
the-hippocampus-as-a-cognitive-map-1978,The Hippocampus as a Cognitive Map*,,1978,空间认知,,,O'Keefe; J.; Nadel; L.,background_refs_,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
space-in-language-and-cognition-2003,Space in Language and Cognition*,,2003,空间认知,,,Levinson; S. C.,background_refs_,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
what-and-where-in-spatial-language-and-spatial-cognition-1993,"""What"" and ""where"" in spatial language and spatial cognition",,1993,空间认知,,,Landau; B.; Jackendoff; R.,background_refs_,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
habitat-a-platform-for-embodied-ai-research-2019,Habitat: A platform for embodied AI research,,2019,Embodied AI 与导航,,,Savva; M.; Kadian; A.; Maksymets; O.; et al.,background_refs_embodied_ai,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
alfred-a-benchmark-for-interpreting-grounded-instructions-for-everyday-tasks-2020,ALFRED: A benchmark for interpreting grounded instructions for everyday tasks,,2020,Embodied AI 与导航,,,Shridhar; M.; Thomason; J.; Gordon; D.; et al.,background_refs_embodied_ai,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
beyond-the-nav-graph-vision-and-language-navigation-in-continuous-environments-2020,Beyond the nav-graph: Vision-and-language navigation in continuous environments,,2020,Embodied AI 与导航,,,Krantz; J.; Wijmans; E.; Majumdar; A.; et al.,background_refs_embodied_ai,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
saynav-grounding-large-language-models-for-dynamic-planning-to-navigation-in-new-environments-2024,SayNav: Grounding large language models for dynamic planning to navigation in new environments,,2024,Embodied AI 与导航,,,Rajvanshi; A.; et al.,background_refs_embodied_ai,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
judging-llm-as-a-judge-with-mt-bench-and-chatbot-arena-2024,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,,2024,评估方法,,,Zheng; L.; Chiang; W.-L.; Sheng; Y.; et al.,background_refs_,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Evaluation methodology paper without a spatial environment.
lost-in-the-middle-how-language-models-use-long-contexts-2024,Lost in the middle: How language models use long contexts,,2024,评估方法,,,Liu; N. F.; Lin; K.; Hewitt; J.; et al.,background_refs_,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Context-length paper without spatial or social simulation evidence.
dynamic-models-of-segregation-1971,Dynamic models of segregation,,1971,ABM 经典,,,Schelling; T. C.,background_refs_abm,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
growing-artificial-societies-social-science-from-the-bottom-up-1996,Growing Artificial Societies: Social Science from the Bottom Up*,,1996,ABM 经典,,,Epstein; J. M.; Axtell; R.,background_refs_abm,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
the-dissemination-of-culture-a-model-with-local-convergence-and-global-polarization-1997,The dissemination of culture: A model with local convergence and global polarization,,1997,ABM 经典,,,Axelrod; R.,background_refs_abm,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
