paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
doi-d4a3880bd4,"Foundations of Language: Brain, Meaning, Grammar, Evolution (review)","Foundations of Language: Brain, Meaning, Grammar, Evolution by Ray Jackendoff (Oxford: Oxford University Press, 2002. 477 pp. $40.00. ISBN 0-19-827012) MANY SCIENTISTS outside field of linguistics have been frustrated by lack of connection between theory and psycholinguistic models or investigations of brain bases of language. Jackendoff attempts to bridge this divide by laying out a model of language that clearly relates to models of language processing and that can guide investigations of neural systems underlying language. Given primary focus of book, Jackendoff could have stopped with main title, Foundations of Language, but subtitle, Brain, Meaning, Grammar, Evolution, was needed to hook cognitive neuroscientists and psycholinguists. Attracting a broad readership is important because Jackendoff wants to convince cognitive neuroscientists and psycholinguists to give linguistics another chance and argues that his model provides an impetus for a new dialogue between linguistics and these related fields. To a large extent Jackendoff is successful-his proposals provide an accessible and useable foundation for cross-disciplinary research. In a similar vein he also urges linguists to adopt a more integrative approach to study of language and argues that Chomsky-driven syntactocentrism must be abandoned. Jackendoff reconfigures generative into a parallel architecture containing a set of components (e.g., phonological, semantic, syntactic) and interface modules that link structures within each component. The interfaces are not just between adjacent components (e.g., between syntax and semantics), but also between more distant ones, such as phonology and semantics. This latter interface accounts for certain intonational phenomena and lexical items such as ouch, which have a phonological and a semantic structure, but no syntax. In addition, architecture allows for a connection between semantics (conceptual structure) and articulatory and perceptual systems-an interface that Jackendoff hypothesizes arises during language evolution but still remains and accounts for phenomena such as onomatopoeia in spoken languages. For sign languages, this interface might be used to account for iconic mapping from articulators to conceptual structures that Taub (2001) proposes in her dualmapping analysis of ASL metaphor. Rathmann and Mathur (2002) also use this interface in their account of use of space in verb agreement and pronominal reference in signed languages. The parallel architecture JackcndofFproposes is extremely promising for studying properties of language that might be unique to signed languages. Foundations of Language is divided into three parts. The first part (Psychological and Uiological Foundations) lays out complexities of language that exist in even simplest sentence-a complexity that nonlinguists often fail to recognize. This section ends with an important discussion of theory of Universal Grammar (UG) that continues throughout book. In end, Jackendoff finds that the dominant view of Universal Grammar as a highly complex specification of all possible grammars-whether in terms of parameters or ranked constraints-is untenable (426). Feather, he argues that UG largely consists of architectural (i.e., what kinds of structures exist and how they interact) and some structural fragments (attractors) that have evolved over history of species and that bias a child's acquisition of generalizations. Such an approach is much more amenable to cross-disciplinary approaches to understanding our innate endowment (after all, only human primates talk). It is my belief^ however, that term Universal Grammar must be abandoned within such an approach because (a) it is too easily confused with linguistic universals (as Jackendoff notes), (b) it is already associated with grammar box approach, and (c) term currently engenders vehemently negative responses from many researchers outside field of linguistics (even those who would favor Jackendoff's approach). …",2004,Sign language studies,https://doi.org/10.1353/sls.2004.0015,10.1353/sls.2004.0015,Karen Emmorey,phase1_a_openalex_2026-04-13,,,,
doi-86787dac0e,Preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P) 2015: elaboration and explanation,"Protocols of systematic reviews and meta-analyses allow for planning and documentation of review methods, act as a guard against arbitrary decision making during review conduct, enable readers to assess for the presence of selective reporting against completed reviews, and, when made publicly available, reduce duplication of efforts and potentially prompt collaboration. Evidence documenting the existence of selective reporting and excessive duplication of reviews on the same or similar topics is accumulating and many calls have been made in support of the documentation and public availability of review protocols. Several efforts have emerged in recent years to rectify these problems, including development of an international register for prospective reviews (PROSPERO) and launch of the first open access journal dedicated to the exclusive publication of systematic review products, including protocols (BioMed Central's Systematic Reviews). Furthering these efforts and building on the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-analyses) guidelines, an international group of experts has created a guideline to improve the transparency, accuracy, completeness, and frequency of documented systematic review and meta-analysis protocols--PRISMA-P (for protocols) 2015. The PRISMA-P checklist contains 17 items considered to be essential and minimum components of a systematic review or meta-analysis protocol.This PRISMA-P 2015 Explanation and Elaboration paper provides readers with a full understanding of and evidence about the necessity of each item as well as a model example from an existing published protocol. This paper should be read together with the PRISMA-P 2015 statement. Systematic review authors and assessors are strongly encouraged to make use of PRISMA-P when drafting and appraising review protocols.",2015,BMJ,https://doi.org/10.1136/bmj.g7647,10.1136/bmj.g7647,Larissa Shamseer; David Moher; Mike Clarke; Davina Ghersi; A. Liberati; Mark Petticrew; Paul Shekelle; Lesley Stewart; the PRISMA-P Group,phase1_a_openalex_2026-04-13,,,,
doi-b21a4bbc34,Statistical phrase-based translation,"We propose a new phrase-based translation model and decoding algorithm that enables us to evaluate and compare several, previously proposed phrase-based translation models. Within our framework, we carry out a large number of experiments to understand better and explain why phrase-based models out-perform word-based models. Our empirical results, which hold for all examined language pairs, suggest that the highest levels of performance can be obtained through relatively simple means: heuristic learning of phrase translations from word-based alignments and lexical weighting of phrase translations. Surprisingly, learning phrases longer than three words and learning phrases from high-accuracy word-level alignment models does not have a strong impact on performance. Learning only syntactically motivated phrases degrades the performance of our systems.",2003,Proceedings of the 2003 Conference of the North American Chapter of the Association for Computational Linguistics on Human Language Technology  - NAACL '03,https://doi.org/10.3115/1073445.1073462,10.3115/1073445.1073462,Philipp Koehn; Franz Josef Och; Daniel Marcu,phase1_a_openalex_2026-04-13,,,,
doi-4d8236974a,"City Induction: A Model for Formulating, Generating, and Evaluating Urban Designs","Urban planning and design have a considerable impact on the economic performance of cities and on the quality of life of the population. Efficiency at this level is hampered by the lack of integrated instruments for formulating, generating, and evaluating urban...",2012,Communications in computer and information science,https://doi.org/10.1007/978-3-642-29758-8_5,10.1007/978-3-642-29758-8_5,José Duarte; José Beirão; Nuno Montenegro; Jorge Gil,phase1_a_openalex_2026-04-13,,,,
doi-2b5bf813e5,ImageJ2: ImageJ for the next generation of scientific image data,"Scientific imaging benefits from open-source programs that advance new method development and deployment to a diverse audience. ImageJ has continuously evolved with this idea in mind; however, new and emerging scientific requirements have posed corresponding challenges for ImageJ's development. The described improvements provide a framework engineered for flexibility, intended to support these requirements as well as accommodate future needs. Future efforts will focus on implementing new algorithms in this framework and expanding collaborations with other popular scientific software suites.",2017,BMC Bioinformatics,https://doi.org/10.1186/s12859-017-1934-z,10.1186/s12859-017-1934-z,Curtis Rueden; Johannes Schindelin; Mark Hiner; Barry E. DeZonia; Alison E. Walter; Ellen T. Arena; Kevin W. Eliceiri,phase1_a_openalex_2026-04-13,,,,
doi-15653d7d09,The Astropy Project: Building an Open-science Project and Status of the v2.0 Core Package<sup>*</sup>,"Abstract The Astropy Project supports and fosters the development of open-source and openly developed Python packages that provide commonly needed functionality to the astronomical community. A key element of the Astropy Project is the core package astropy , which serves as the foundation for more specialized projects and packages. In this article, we provide an overview of the organization of the Astropy project and summarize key features in the core package, as of the recent major release, version 2.0. We then describe the project infrastructure designed to facilitate and support development for a broader ecosystem of interoperable packages. We conclude with a future outlook of planned new features and directions for the broader Astropy Project.",2018,The Astronomical Journal,https://doi.org/10.3847/1538-3881/aabc4f,10.3847/1538-3881/aabc4f,Adrian M. Price-Whelan; Brigitta Sipőcz; Hans Moritz Günther; Pey Lian Lim; Steven M. Crawford; Simon Conseil; D. L. Shupe; Matthew Craig; Nadia Dencheva; Adam Ginsburg; Jake Vanderplas; Larry Bradley; David Pérez–Suárez; M. de Val-Borro; (Primary Paper Contributors); Thomas L. Aldcroft; Kelle L. Cruz; Thomas Robitaille; Erik Tollerud; C. Ardelean; Tomáš Babej; Yoonsoo P. Bach; Matteo Bachetti; A. V. Bakanov; S. P. Bamford; Geert Barentsen; P. Barmby; A. Baumbach; Katherine Berry; Francesco Biscani; M. Boquien; K. Azalee Bostroem; Luke G. Bouma; Gabriel Brammer; E. M. Bray; H. Breytenbach; Hugo Buddelmeijer; D. J. Burke; Giorgio Calderone; Juan Luis Cano; Mihai Cara; J. V. M. Cardoso; S. Cheedella; Y. Copin; Lía Corrales; Devin Crichton; Daniel D’Avella; Christoph Deil; É. Depagne; J. P. Dietrich; Axel Donath; Michael Droettboom; N. Earl; T. Erben; S. Fabbro; L.A. Ferreira; T. Finethy; Robert Fox; Lehman H. Garrison; S. L. J. Gibbons; D. A. Goldstein; Ralf Gommers; Johnny P. Greco; P. Greenfield; Austen Groener; Frédéric Grollier; Alex Hagen; Paul Hirst; D. Homeier; A. J. Horton; G. Hosseinzadeh; Lei Hu; Joseph S. Hunkeler; Željko Ivezić; Abhishek Jain; Tim Jenness; G. Kanarek; Sarah Kendrew; Nicholas S. Kern; Wolfgang Kerzendorf; A. Khvalko; James C. King; D. Kirkby; A.M. Kulkarni; Akhil Kumar; Antony Lee; Daniel Lenz; S. P. Littlefair; Zhiyuan Ma; D. M. Macleod; M. Mastropietro; C. McCully; S. Montagnac; Brett M. Morris; Michael Mueller; Stuart Mumford; Demitri Muna; Nicholas A. Murphy; Stuart J. Nelson; Giang Nguyen,phase1_a_openalex_2026-04-13,,,,
doi-07b94a5183,<i>PHENIX</i>: building new software for automated crystallographic structure determination,Structural genomics seeks to expand rapidly the number of protein structures in order to extract the maximum amount of information from genomic sequence databases. The advent of several large-scale projects worldwide leads to many new challenges in the field of crystallographic macromolecular structure determination. A novel software package called PHENIX (Python-based Hierarchical ENvironment for Integrated Xtallography) is therefore being developed. This new software will provide the necessary algorithms to proceed from reduced intensity data to a refined molecular model and to facilitate structure solution for both the novice and expert crystallographer.,2002,Acta Crystallographica Section D Biological Crystallography,https://doi.org/10.1107/s0907444902016657,10.1107/s0907444902016657,Paul D. Adams; Ralf W. Grosse‐Kunstleve; Li‐Wei Hung; Thomas R. Ioerger; Airlie J. McCoy; Nigel W. Moriarty; Randy J. Read; James C. Sacchettini; Nicholas K. Sauter; Thomas C. Terwilliger,phase1_a_openalex_2026-04-13,,,,
doi-b277e7c113,Multi-Agent Variational Occlusion Inference Using People as Sensors,"Autonomous vehicles must reason about spatial occlusions in urban environments to ensure safety without being overly cautious. Prior work explored occlusion inference from observed social behaviors of road agents, hence treating people as sensors. Inferring occupancy from agent behaviors is an inherently multimodal problem; a driver may behave similarly for different occupancy patterns ahead of them (e.g., a driver may move at constant speed in traffic or on an open road). Past work, however, does not account for this multimodality, thus neglecting to model this source of aleatoric uncertainty in the relationship between driver behaviors and their environment. We propose an occlusion inference method that characterizes observed behaviors of human agents as sensor measurements, and fuses them with those from a standard sensor suite. To capture the aleatoric uncertainty, we train a conditional variational autoencoder with a discrete latent space to learn a multimodal mapping from observed driver trajectories to an occupancy grid representation of the view ahead of the driver. Our method handles multi-agent scenarios, combining measurements from multiple observed drivers using evidential theory to solve the sensor fusion problem. Our approach is validated on a cluttered, real-world intersection, outperforming baselines and demonstrating real-time capable performance. Our code is available at https://github.com/sisl/MultiAgentVariationalOcclusionInferenc",2022,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9811774,10.1109/icra46639.2022.9811774,Masha Itkina; Ye-Ji Mun; Katherine Driggs-Campbell; Mykel J. Kochenderfer,phase1_b_openalex_2026-04-13,,,,
doi-bd0cde4f1d,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges","Unlike previous studies on the Metaverse based on Second Life, the current Metaverse is based on the social value of Generation Z that online and offline selves are not different. With the technological development of deep learning-based high-precision recognition models and natural generation models, Metaverse is being strengthened with various factors, from mobile-based always-on access to connectivity with reality using virtual currency. The integration of enhanced social activities and neural-net methods requires a new definition of Metaverse suitable for the present, different from the previous Metaverse. This paper divides the concepts and essential techniques necessary for realizing the Metaverse into three components (i.e., hardware, software, and contents) and three approaches (i.e., user interaction, implementation, and application) rather than marketing or hardware approach to conduct a comprehensive analysis. Furthermore, we describe essential methods based on three components and techniques to Metaverse&#x2019;s representative Ready Player One, Roblox, and Facebook research in the domain of films, games, and studies. Finally, we summarize the limitations and directions for implementing the immersive Metaverse as social influences, constraints, and open challenges.",2022,IEEE Access,https://doi.org/10.1109/access.2021.3140175,10.1109/access.2021.3140175,Sangmin Park; Young‐Gab Kim,phase1_b_openalex_2026-04-13,,,,
doi-34b8bc3382,MSES: Multi-Scale Temporal Encoding and Egocentric Scan-Based Spatial Representation for Multi-Agent Trajectory Prediction,"Multi-agent trajectory prediction plays an increasingly critical role in intelligent transportation systems. Despite significant progress in this field, several key challenges remain unresolved. Future trajectories of agents are jointly influenced by individual behavior patterns and the surrounding environment, while most existing methods extract temporal features at a single time scale, limiting their capacity to capture complex temporal dependencies within trajectory sequences. Moreover, many current approaches employ numerically precise formulations for interaction modeling, which are misaligned with the imprecise nature of real-world social behavior. To address these limitations, we propose a multi-agent trajectory prediction model that combines multi-scale temporal encoding and egocentric scan-based spatial representation. Temporally, we leverage a sliding-window-based multi-scale temporal encoder to capture trajectory features across diverse time scales. Spatially, we partition the surrounding environment into multiple egocentric bins to represent social zones, thereby simulating real-world interaction patterns. Experimental results on public benchmark datasets ETH/UCY and SDD demonstrate that our model outperforms existing approaches.",2025,IEEE Transactions on Intelligent Transportation Systems,https://doi.org/10.1109/tits.2025.3589759,10.1109/tits.2025.3589759,Kunpeng Fan; Wei Dong; Huajian Liu; Hui Dong; Yongzhuo Gao,phase1_b_openalex_2026-04-13,,,,
doi-4f3f1f7efe,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,"Abstract Recent years have seen a tremendous growth in Artificial Intelligence (AI)-based methodological development in a broad range of domains. In this rapidly evolving field, large number of methods are being reported using machine learning (ML) and Deep Learning (DL) models. Majority of these models are inherently complex and lacks explanations of the decision making process causing these models to be termed as 'Black-Box'. One of the major bottlenecks to adopt such models in mission-critical application domains, such as banking, e-commerce, healthcare, and public services and safety, is the difficulty in interpreting them. Due to the rapid proleferation of these AI models, explaining their learning and decision making process are getting harder which require transparency and easy predictability. Aiming to collate the current state-of-the-art in interpreting the black-box models, this study provides a comprehensive analysis of the explainable AI (XAI) models. To reduce false negative and false positive outcomes of these back-box models, finding flaws in them is still difficult and inefficient. In this paper, the development of XAI is reviewed meticulously through careful selection and analysis of the current state-of-the-art of XAI research. It also provides a comprehensive and in-depth evaluation of the XAI frameworks and their efficacy to serve as a starting point of XAI for applied and theoretical researchers. Towards the end, it highlights emerging and critical issues pertaining to XAI research to showcase major, model-specific trends for better explanation, enhanced transparency, and improved prediction accuracy.",2023,Cognitive Computation,https://doi.org/10.1007/s12559-023-10179-8,10.1007/s12559-023-10179-8,Vikas Hassija; Vinay Chamola; A. Mahapatra; Abhinandan Singal; Divyansh Goel; Kaizhu Huang; Simone Scardapane; Indro Spinelli; Mufti Mahmud; Amir Hussain,phase1_b_openalex_2026-04-13,,,,
doi-3633cde16f,Multimodal biomedical AI,"The increasing availability of biomedical data from large biobanks, electronic health records, medical imaging, wearable and ambient biosensors, and the lower cost of genome and microbiome sequencing have set the stage for the development of multimodal artificial intelligence solutions that capture the complexity of human health and disease. In this Review, we outline the key applications enabled, along with the technical and analytical challenges. We explore opportunities in personalized medicine, digital clinical trials, remote monitoring and care, pandemic surveillance, digital twin technology and virtual health assistants. Further, we survey the data, modeling and privacy challenges that must be overcome to realize the full potential of multimodal artificial intelligence in health.",2022,Nature Medicine,https://doi.org/10.1038/s41591-022-01981-2,10.1038/s41591-022-01981-2,Julián Acosta; Guido J. Falcone; Pranav Rajpurkar; Eric J. Topol,phase1_b_openalex_2026-04-13,,,,
doi-45e7a80728,"AI-Based Modeling: Techniques, Applications and Research Issues Towards Automation, Intelligent and Smart Systems","Artificial intelligence (AI) is a leading technology of the current age of the Fourth Industrial Revolution (Industry 4.0 or 4IR), with the capability of incorporating human behavior and intelligence into machines or systems. Thus, AI-based modeling is the key to build automated, intelligent, and smart systems according to today's needs. To solve real-world issues, various types of AI such as analytical, functional, interactive, textual, and visual AI can be applied to enhance the intelligence and capabilities of an application. However, developing an effective AI model is a <i>challenging task</i> due to the dynamic nature and variation in real-world problems and data. In this paper, we present a comprehensive view on <i>""AI-based Modeling""</i> with the principles and capabilities of potential <i>AI techniques</i> that can play an important role in developing intelligent and smart systems in various <i>real-world application</i> areas including business, finance, healthcare, agriculture, smart cities, cybersecurity and many more. We also emphasize and highlight the <i>research issues</i> within the scope of our study. Overall, the goal of this paper is to provide a broad overview of AI-based modeling that can be used as a <i>reference guide</i> by academics and industry people as well as decision-makers in various real-world scenarios and application domains.",2022,SN Computer Science,https://doi.org/10.1007/s42979-022-01043-x,10.1007/s42979-022-01043-x,Iqbal H. Sarker,phase1_b_openalex_2026-04-13,,,,
doi-2a7616cd17,Generative AI,"Generative AI, Artificial intelligence, Decision support, Content creation, Information systems",2023,Business & Information Systems Engineering,https://doi.org/10.1007/s12599-023-00834-7,10.1007/s12599-023-00834-7,Stefan Feuerriegel; Jochen Hartmann; Christian Janiesch; Patrick Zschech,phase1_b_openalex_2026-04-13,,,,
doi-51a41420ce,"A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, and Directions","Recommender system is one of the most important information services on today’s Internet. Recently, graph neural networks have become the new state-of-the-art approach to recommender systems. In this survey, we conduct a comprehensive review of the literature on graph neural network-based recommender systems. We first introduce the background and the history of the development of both recommender systems and graph neural networks. For recommender systems, in general, there are four aspects for categorizing existing works: stage, scenario, objective, and application. For graph neural networks, the existing methods consist of two categories: spectral models and spatial ones. We then discuss the motivation of applying graph neural networks into recommender systems, mainly consisting of the high-order connectivity, the structural property of data and the enhanced supervision signal. We then systematically analyze the challenges in graph construction, embedding propagation/aggregation, model optimization, and computation efficiency. Afterward and primarily, we provide a comprehensive overview of a multitude of existing works of graph neural network-based recommender systems, following the taxonomy above. Finally, we raise discussions on the open problems and promising future directions in this area. We summarize the representative papers along with their code repositories in https://github.com/tsinghua-fib-lab/GNN-Recommender-Systems .",2023,ACM Transactions on Recommender Systems,https://doi.org/10.1145/3568022,10.1145/3568022,Chen Gao; Yu Zheng; Nian Li; Yinfeng Li; Yingrong Qin; Jinghua Piao; Yuhan Quan; Jianxin Chang; Depeng Jin; Xiangnan He; Yong Li,phase1_b_openalex_2026-04-13,,,,
doi-50bfe20b4a,Recent advances and applications of deep learning methods in materials science,"Abstract Deep learning (DL) is one of the fastest-growing topics in materials data science, with rapidly emerging applications spanning atomistic, image-based, spectral, and textual data modalities. DL allows analysis of unstructured data and automated identification of features. The recent development of large materials databases has fueled the application of DL methods in atomistic prediction in particular. In contrast, advances in image and spectral data have largely leveraged synthetic data enabled by high-quality forward models as well as by generative unsupervised DL methods. In this article, we present a high-level overview of deep learning methods followed by a detailed discussion of recent developments of deep learning in atomistic simulation, materials imaging, spectral analysis, and natural language processing. For each modality we discuss applications involving both theoretical and experimental data, typical modeling approaches with their strengths and limitations, and relevant publicly available software and datasets. We conclude the review with a discussion of recent cross-cutting work related to uncertainty quantification in this field and a brief perspective on limitations, challenges, and potential growth areas for DL methods in materials science.",2022,npj Computational Materials,https://doi.org/10.1038/s41524-022-00734-6,10.1038/s41524-022-00734-6,Kamal Choudhary; Brian DeCost; Chi Chen; Anubhav Jain; Francesca Tavazza; Ryan Cohn; Cheol Woo Park; Alok Choudhary; Ankit Agrawal; Simon J. L. Billinge; Elizabeth A. Holm; Shyue Ping Ong; Chris Wolverton,phase1_b_openalex_2026-04-13,,,,
doi-d89deb91bf,"Multi-animal pose estimation, identification and tracking with DeepLabCut","Abstract Estimating the pose of multiple animals is a challenging computer vision problem: frequent interactions cause occlusions and complicate the association of detected keypoints to the correct individuals, as well as having highly similar looking animals that interact more closely than in typical multi-human scenarios. To take up this challenge, we build on DeepLabCut, an open-source pose estimation toolbox, and provide high-performance animal assembly and tracking—features required for multi-animal scenarios. Furthermore, we integrate the ability to predict an animal’s identity to assist tracking (in case of occlusions). We illustrate the power of this framework with four datasets varying in complexity, which we release to serve as a benchmark for future algorithm development.",2022,Nature Methods,https://doi.org/10.1038/s41592-022-01443-0,10.1038/s41592-022-01443-0,Jessy Lauer; Mu Zhou; Shaokai Ye; William Menegas; Steffen Schneider; Tanmay Nath; Mohammed Mostafizur Rahman; Valentina Di Santo; Daniel Soberanes; Guoping Feng; Venkatesh N. Murthy; George Lauder; Catherine Dulac; Mackenzie Weygandt Mathis; Alexander Mathis,phase1_b_openalex_2026-04-13,,,,
doi-eacb2137eb,Sparks of Artificial General Intelligence: Early experiments with GPT-4,"Artificial intelligence (AI) researchers have been developing and refining large language models (LLMs) that exhibit remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. The latest model developed by OpenAI, GPT-4, was trained using an unprecedented scale of compute and data. In this paper, we report on our investigation of an early version of GPT-4, when it was still in active development by OpenAI. We contend that (this early version of) GPT-4 is part of a new cohort of LLMs (along with ChatGPT and Google's PaLM for example) that exhibit more general intelligence than previous AI models. We discuss the rising capabilities and implications of these models. We demonstrate that, beyond its mastery of language, GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level performance, and often vastly surpasses prior models such as ChatGPT. Given the breadth and depth of GPT-4's capabilities, we believe that it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system. In our exploration of GPT-4, we put special emphasis on discovering its limitations, and we discuss the challenges ahead for advancing towards deeper and more comprehensive versions of AGI, including the possible need for pursuing a new paradigm that moves beyond next-word prediction. We conclude with reflections on societal influences of the recent technological leap and future research directions.",2023,arXiv (Cornell University),http://arxiv.org/abs/2303.12712,10.48550/arxiv.2303.12712,Sébastien Bubeck; Varun Chandrasekaran; Ronen Eldan; Johannes Gehrke; Eric Horvitz; Ece Kamar; Peter Lee; Yin Tat Lee; Yuanzhi Li; Scott Lundberg; Harsha Nori; Hamid Palangi; Marco Túlio Ribeiro; Yi Zhang,phase1_b_openalex_2026-04-13,,,,
doi-e22b7afec9,The Liver Tumor Segmentation Benchmark (LiTS),"In this work, we report the set-up and results of the Liver Tumor Segmentation Benchmark (LiTS), which was organized in conjunction with the IEEE International Symposium on Biomedical Imaging (ISBI) 2017 and the International Conferences on Medical Image Computing and Computer-Assisted Intervention (MICCAI) 2017 and 2018. The image dataset is diverse and contains primary and secondary tumors with varied sizes and appearances with various lesion-to-background levels (hyper-/hypo-dense), created in collaboration with seven hospitals and research institutions. Seventy-five submitted liver and liver tumor segmentation algorithms were trained on a set of 131 computed tomography (CT) volumes and were tested on 70 unseen test images acquired from different patients. We found that not a single algorithm performed best for both liver and liver tumors in the three events. The best liver segmentation algorithm achieved a Dice score of 0.963, whereas, for tumor segmentation, the best algorithms achieved Dices scores of 0.674 (ISBI 2017), 0.702 (MICCAI 2017), and 0.739 (MICCAI 2018). Retrospectively, we performed additional analysis on liver tumor detection and revealed that not all top-performing segmentation algorithms worked well for tumor detection. The best liver tumor detection method achieved a lesion-wise recall of 0.458 (ISBI 2017), 0.515 (MICCAI 2017), and 0.554 (MICCAI 2018), indicating the need for further research. LiTS remains an active benchmark and resource for research, e.g., contributing the liver-related segmentation tasks in http://medicaldecathlon.com/. In addition, both data and online evaluation are accessible via https://competitions.codalab.org/competitions/17094.",2022,Medical Image Analysis,https://doi.org/10.1016/j.media.2022.102680,10.1016/j.media.2022.102680,Patrick Bilic; Patrick Ferdinand Christ; Hongwei Li; Eugene Vorontsov; Avi Ben-Cohen; Georgios Kaissis; Adi Szeskin; Colin Jacobs; Gabriel Efrain Humpire Mamani; Gabriel Chartrand; Fabian Lohöfer; Julian Walter Holch; Wieland H. Sommer; Felix Hofmann; Alexandre Hostettler; Naama Lev‐Cohain; Michal Drozdzal; Michal Amitai; Refael Vivanti; Jacob Sosna; Ivan Ezhov; Anjany Sekuboyina; Fernando Navarro; Florian Kofler; Johannes C. Paetzold; Suprosanna Shit; Xiaobin Hu; Jana Lipková; Markus Rempfler; Marie Piraud; Jan S. Kirschke; Benedikt Wiestler; Zhiheng Zhang; Christian Hülsemeyer; Marcel Beetz; Florian Ettlinger; Michela Antonelli; Woong Bae; Míriam Bellver; Lei Bi; Hao Chen; Grzegorz Chlebus; Erik B. Dam; Qi Dou; Chi‐Wing Fu; Bogdan Georgescu; Xavier Giró-i-Nieto; Felix Gruen; Xu Han; Pheng‐Ann Heng; Jürgen Hesser; Jan Hendrik Moltz; Christian Igel; Fabian Isensee; Paul F. Jäger; Fucang Jia; Krishna Chaitanya Kaluva; Mahendra Khened; Ildoo Kim; Jae Hun Kim; Sungwoong Kim; Simon Köhl; Tomasz Konopczyński; Avinash Kori; Ganapathy Krishnamurthi; Fan Li; Hongchao Li; Junbo Li; Xiaomeng Li; John Lowengrub; Jun Ma; Klaus Maier‐Hein; Kevis-Kokitsi Maninis; Hans Meine; Dorit Merhof; Akshay Pai; Mathias Perslev; Jens Petersen; Jordi Pont-Tuset; Qi Jin; Xiaojuan Qi; Oliver Rippel; Karsten Roth; Ignacio Sarasúa; Andrea Schenk; Zengming Shen; Jordi Torres; Christian Wachinger; Chunliang Wang; Leon Weninger; Jianrong Wu; Daguang Xu; Xiaoping Yang; Simon C.H. Yu; Yading Yuan; Yue Miao; Liping Zhang; M. Jorge Cardoso; Spyridon Bakas; Rickmer Braren,phase1_b_openalex_2026-04-13,,,,
doi-a6f60efb2d,Deep Residual Learning for Image Recognition: A Survey,"Deep Residual Networks have recently been shown to significantly improve the performance of neural networks trained on ImageNet, with results beating all previous methods on this dataset by large margins in the image classification task. However, the meaning of these impressive numbers and their implications for future research are not fully understood yet. In this survey, we will try to explain what Deep Residual Networks are, how they achieve their excellent results, and why their successful implementation in practice represents a significant advance over existing techniques. We also discuss some open questions related to residual learning as well as possible applications of Deep Residual Networks beyond ImageNet. Finally, we discuss some issues that still need to be resolved before deep residual learning can be applied on more complex problems.",2022,Applied Sciences,https://doi.org/10.3390/app12188972,10.3390/app12188972,Muhammad Shafiq; Zhaoquan Gu,phase1_b_openalex_2026-04-13,,,,
doi-e6ba7dacaa,Multimodal Learning With Transformers: A Survey,"Transformer is a promising neural network learner, and has achieved great success in various machine learning tasks. Thanks to the recent prevalence of multimodal applications and Big Data, Transformer-based multimodal learning has become a hot topic in AI research. This paper presents a comprehensive survey of Transformer techniques oriented at multimodal data. The main contents of this survey include: (1) a background of multimodal learning, Transformer ecosystem, and the multimodal Big Data era, (2) a systematic review of Vanilla Transformer, Vision Transformer, and multimodal Transformers, from a geometrically topological perspective, (3) a review of multimodal Transformer applications, via two important paradigms, i.e., for multimodal pretraining and for specific multimodal tasks, (4) a summary of the common challenges and designs shared by the multimodal Transformer models and applications, and (5) a discussion of open problems and potential research directions for the community.",2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.1109/tpami.2023.3275156,10.1109/tpami.2023.3275156,Peng Xu; Xiatian Zhu; David A. Clifton,phase1_b_openalex_2026-04-13,,,,
